"","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"458","iL586478","s37290515","I","L",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"1,1,1,0,0,0,0,0,1,1","1,1,1,1,0,0,0,0,1,1",9,"0,2,3,5,0,4,8,1,2,0,1,2,0,9,3,3,6,1,1,0,0,7,2,4,5,0,0,1,0,0","9,4,7,5,8,0,3,2,6,1","1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1","1,0,0,0,1,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","939,3127,2659,1943,1076,1291,5834,4105,1568,1175,2646,4428,991,1551,1776,5193,2058,1024,1075,902,874,1593,4673,1525,1263,1068,974,1009,991,1170","1980,2020,1379,2430,3960,935,5745,958,1976,1459",8914,319,61161,22888,254892,935693,NA,"13:05:46 07/09/19 UTC","Tue Jul 09 2019 08:05:48 GMT-0500 (Central Daylight Time)","13:05:48 07/09/19 UTC",1,"category_change_1","13:21:13 07/09/19 UTC","no","1111000011","1111000011","1110000011","1110000011",2,2,0,6,5,1,0.5,0.4,-0.1,"s37290515",3
"459","iL573482","s50571737","I","L",NA,NA,NA,"gos","tef",3,FALSE,FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,"0,6,0,0,4,0,1,3,0,2,2,0,0,5,7,3,9,0,4,1,8,0,2,2,3,1,5,1,1,0","7,9,8,1,5,2,4,0,3,6","1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1","0,0,0,1,1,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1051,1044,842,743,996,851,925,763,801,777,768,806,813,1005,924,843,685,863,891,1102,1062,921,855,822,924,993,1122,795,1249,881","1161,888,821,948,745,830,704,787,852,1239",21175,234,38047,9642,203498,704927,NA,"13:09:27 07/09/19 UTC","Tue Jul 09 2019 06:09:27 GMT-0700 (Pacific Daylight Time)","13:09:27 07/09/19 UTC",0,"category_change_1","13:20:51 07/09/19 UTC","no","1111110000","1111110000","1111100000","1111100000",1,1,0,6,5,1,0.5,0.4,-0.1,"s50571737",3
"460","iR372838","s53351385","I","R",NA,NA,NA,"buv","kal",6,FALSE,FALSE,"0,1,0,0,0,1,1,1,1,1","1,1,0,0,0,1,1,1,1,1",9,"7,6,9,9,8,1,9,2,0,5,8,7,4,3,4,9,8,7,9,9,9,5,9,9,6,9,7,8,8,6","2,7,9,4,1,3,8,6,0,5","1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","0,1,1,0,1,0,1,1,1,1","0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0","3267,670,2235,537,750,3039,1004,1129,2935,1879,1317,1234,2206,1635,1608,1253,1160,1088,8716,1495,2437,650,1707,1154,1410,974,729,663,598,1080","3701,5993,1960,1113,6689,2782,3382,1321,1808,1117",29390,764,54057,57384,268397,2045983,NA,"13:09:44 07/09/19 UTC","Tue Jul 09 2019 15:09:44 GMT 0200 (unicode error)","13:09:44 07/09/19 UTC",0,"category_change_1","13:43:20 07/09/19 UTC","no","1100011111","1100011111","0100011111","1011100000",2,3,-1,7,4,3,0.4,0.3,-0.1,"s53351385",6
"461","iL335230","s34063514","I","L",NA,NA,NA,"gos","tef",3,TRUE,TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,"1,0,0,5,4,4,0,0,0,5,0,0,1,6,0,2,2,0,3,3,2,3,1,1,0,9,8,1,7,2","0,9,3,7,2,6,4,8,1,5","0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0","0,1,0,1,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1190,825,1055,2194,1432,1615,1593,1469,1209,2273,1487,1034,1794,1137,1239,1723,2228,2130,2240,1125,1873,9844,1193,1399,1204,1392,1755,1455,6368,1185","1129,1671,1851,906,1067,1617,1993,1177,1097,1820",9146,213,25401,30585,274338,920008,15,"13:08:09 07/09/19 UTC","Tue Jul 09 2019 07:08:09 GMT-0600 (Mountain Daylight Time)","13:08:09 07/09/19 UTC",0,"category_change_1","13:23:20 07/09/19 UTC","no","0000111111","1111000000","0000111111","1111000000",1,1,0,4,4,0,0.4,0.4,0,"s34063514",3
"462","iL977317","s44797969","I","L",NA,NA,NA,"vit","lem",2,FALSE,FALSE,"1,1,1,1,1,0,1,0,0,0","1,1,1,1,1,1,0,0,0,0",8,"2,9,1,3,0,4,8,2,0,3,1,4,0,5,0,6,0,2,0,5,1,1,0,1,2,7,0,3,0,0","2,6,4,3,1,7,8,0,5,9","1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1","1,0,1,1,1,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","876,800,750,1629,707,960,936,1146,878,1204,753,905,1039,1578,989,922,1089,1119,931,958,959,1209,974,937,896,967,912,1359,1009,1110","997,1069,777,952,968,841,733,775,1089,1071",13019,248,229363,27810,217933,747739,NA,"13:06:59 07/09/19 UTC","Tue Jul 09 2019 09:06:59 GMT-0400 (Eastern Daylight Time)","13:06:59 07/09/19 UTC",0,"category_change_1","13:19:14 07/09/19 UTC","no","1111110000","1111110000","1111101000","1111101000",1,3,-2,6,6,0,0.4,0.4,0,"s44797969",2
"463","iL586478","s37290515","I","L",NA,NA,NA,"buv","kal",8,TRUE,TRUE,"1,1,1,1,1,1,0,0,1,1","1,1,1,1,1,1,0,0,1,1",10,"5,4,0,8,2,1,3,0,0,0,2,1,1,1,3,1,7,6,0,4,9,2,3,0,0,0,5,2,0,0","6,9,0,4,5,1,7,3,8,2","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1","0,1,1,1,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1942,975,745,1829,1607,839,1498,839,808,985,1441,1051,808,877,5194,846,2761,2525,1025,3287,1325,1742,1692,992,795,774,4914,1227,857,760","4996,1158,908,1923,1627,923,2889,840,5494,751",8914,319,61161,22888,238364,2200396,37,"13:05:46 07/09/19 UTC","Tue Jul 09 2019 08:05:48 GMT-0500 (Central Daylight Time)","13:05:48 07/09/19 UTC",1,"category_change_1","13:42:18 07/09/19 UTC","no","1111110011","1111110011","1111110011","1111110011",2,2,0,8,8,0,0.2,0.2,0,"s37290515",8
"464","iR432012","s48700223","I","R",NA,NA,NA,"gos","tef",4,FALSE,FALSE,"0,1,1,0,0,0,1,1,0,0","0,1,1,1,0,0,1,1,1,0",8,"8,5,5,8,4,9,7,8,4,0,9,1,9,8,7,6,9,9,9,7,6,9,3,2,9,6,8,9,7,9","2,5,8,0,3,7,4,1,6,9","0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0","1,0,1,0,1,1,0,1,1,0","0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2360,2744,3950,2247,2446,1002,1965,1386,2415,1481,917,3027,960,1543,1556,2882,740,857,982,2750,2087,1014,3252,1208,1765,2519,1400,789,1539,851","2079,2146,2503,1149,1900,2080,2528,2986,2069,875",13908,327,41637,18812,246956,1084737,NA,"13:06:59 07/09/19 UTC","Tue Jul 09 2019 09:06:41 GMT-0400 (Eastern Daylight Time)","13:06:41 07/09/19 UTC",0,"category_change_1","13:24:50 07/09/19 UTC","no","0111001110","1000110001","0110001100","1001110011",4,4,0,4,6,-2,0.4,0.4,0,"s48700223",4
"465","cR250856","s32936134","C","R",22,6,"cR994257","gos","tef",1,TRUE,FALSE,"0,1,1,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",9,"7,9,0,2,9,8,8,5,9,7,6,9,7,8,9,6,5,6,8,7,9,9,8,9,4,9,1,9,4,3","5,8,1,6,2,9,3,7,0,4","0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1","1,1,0,1,1,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4110,1299,1792,1338,988,1083,980,908,841,946,986,919,1019,718,971,795,1369,972,737,852,985,824,737,758,1353,730,1553,1188,710,3978","892,403,2329,617,1385,722,772,803,915,717",4883,216,27310,12959,220436,265805,4,"13:34:55 07/09/19 UTC","Tue Jul 09 2019 09:34:55 GMT-0400 (Eastern Daylight Time)","13:34:55 07/09/19 UTC",0,"category_change_1","13:39:15 07/09/19 UTC","no","0011111111","1100000000","0111111111","1000000000",1,1,0,2,1,1,0.1,0.2,0.1,"22",6
"466","iL550311","s63034279","I","L",NA,NA,NA,"seb","nuk",3,FALSE,FALSE,"1,1,1,0,1,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",8,"0,2,0,5,8,4,5,0,7,0,0,0,0,1,3,0,3,2,4,6,1,2,1,0,1,9,1,0,2,3","5,1,8,3,6,2,7,9,4,0","1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0","0,1,0,1,0,1,0,0,0,1","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1060,3536,719,2350,1327,873,2597,1603,1109,704,805,854,761,1233,1199,1150,901,963,1235,1399,912,1239,920,988,904,878,917,920,2177,1590","1397,953,1005,2435,951,1625,945,738,1132,794",7534,665,50441,26083,218886,767090,NA,"13:03:50 07/09/19 UTC","Tue Jul 09 2019 09:03:50 GMT-0400 (Eastern Daylight Time)","13:03:50 07/09/19 UTC",0,"category_change_1","13:16:30 07/09/19 UTC","no","1111000000","1111000000","1110100000","1110100000",1,3,-2,4,4,0,0.4,0.4,0,"s63034279",3
"467","iR372838","s53351385","I","R",NA,NA,NA,"buv","kal",7,FALSE,FALSE,"1,1,0,0,0,1,1,1,1,1","1,0,0,0,0,0,1,1,1,1",8,"5,8,6,6,1,3,6,9,8,7,7,8,9,9,9,7,7,9,9,8,9,5,4,9,9,8,4,9,2,0","8,2,9,6,1,4,7,0,3,5","1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1","1,0,1,1,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,1,1,0,0,0,1","1176,767,440,655,944,1444,1006,760,771,867,571,570,698,856,1297,793,569,1024,614,619,414,704,1440,916,506,1131,3072,899,1977,1129","1003,470,863,735,614,712,820,2266,2213,6357",29390,764,54057,57384,222117,2271255,NA,"13:09:44 07/09/19 UTC","Tue Jul 09 2019 15:09:44 GMT 0200 (unicode error)","13:09:44 07/09/19 UTC",0,"category_change_1","13:47:06 07/09/19 UTC","no","1000001111","1000001111","1100011111","1100011111",2,2,0,5,7,-2,0.3,0.5,0.2,"s53351385",7
"468","iL920392","s87756386","I","L",NA,NA,NA,"seb","nuk",4,FALSE,FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,1,0,0",9,"4,2,3,5,0,0,2,0,3,1,1,0,7,0,8,3,4,2,0,9,1,0,6,0,0,2,5,0,1,1","7,5,0,1,9,4,8,3,2,6","1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1","1,1,1,1,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1090,604,550,711,549,534,530,606,1360,892,554,532,769,580,678,771,670,841,647,670,597,607,873,543,513,991,601,538,582,471","760,489,491,488,750,483,878,474,484,488",24272,382,20667,2105,179636,848878,NA,"13:06:44 07/09/19 UTC","Tue Jul 09 2019 09:06:44 GMT-0400 (Eastern Daylight Time)","13:06:44 07/09/19 UTC",0,"category_change_1","13:20:29 07/09/19 UTC","no","1111111100","1111111100","1111111000","1111111000",1,1,0,8,7,1,0.3,0.2,-0.1,"s87756386",4
"469","cL387531","s83718358","C","L",37,2,"cL512176","buv","kal",1,TRUE,FALSE,"0,1,1,1,1,1,1,1,0,0","0,1,1,1,1,1,1,0,0,0",9,"0,1,4,6,0,0,3,0,9,5,2,7,1,0,2,8,0,2,0,2,0,3,3,0,1,1,0,4,1,5","6,0,7,9,1,8,4,2,5,3","1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1","1,0,0,0,1,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,0,0","3027,2389,1229,1072,1277,865,1007,958,1073,1182,1237,1405,1649,1465,1274,1042,825,1244,1126,1148,1172,958,1073,906,1245,1523,1316,1324,1856,1207","1107,1057,872,1173,1264,2261,1006,1113,788,1089",10167,266,28522,12775,225281,277009,5,"13:17:48 07/09/19 UTC","Tue Jul 09 2019 08:17:30 GMT-0500 (Central Daylight Time)","13:17:30 07/09/19 UTC",0,"category_change_1","13:22:15 07/09/19 UTC","no","0111111000","1000000111","0111111100","1000000011",2,2,0,4,3,1,0.3,0.4,0.1,"37",2
"470","iR592094","s87572895","I","R",NA,NA,NA,"buv","kal",2,FALSE,FALSE,"0,1,1,1,0,0,1,1,0,0","0,0,0,0,1,1,1,1,1,0",4,"9,9,9,8,7,2,6,9,8,7,8,0,4,9,5,9,1,9,4,7,5,9,9,7,9,3,8,6,8,6","3,4,9,5,7,8,6,2,1,0","0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0","0,1,0,1,1,1,1,0,0,0","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0","2335,1173,727,520,939,707,716,1135,1496,703,1607,326,441,581,1327,587,1225,704,1219,992,941,748,626,548,735,806,810,996,794,361","1110,999,520,840,1239,1157,869,1013,441,347",13090,218,25345,1023,221729,459125,NA,"13:08:25 07/09/19 UTC","Tue Jul 09 2019 09:08:25 GMT-0400 (Eastern Daylight Time)","13:08:25 07/09/19 UTC",1,"category_change_1","13:15:51 07/09/19 UTC","no","0000111110","1111000001","0111001100","1000110011",2,4,-2,5,5,0,0.5,0.5,0,"s87572895",2
"471","iU310044","s71361809","I","U",NA,NA,NA,"vit","lem",3,TRUE,TRUE,"0,1,1,1,1,0,0,0,1,1","0,1,1,1,1,0,0,0,1,1",10,"0,0,0,3,7,8,9,4,2,9,1,1,5,1,5,7,4,8,3,6,9,2,2,3,6,6,5,4,7,8","4,8,1,9,2,0,3,7,6,5","0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0","1,1,1,1,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","950,1054,955,1615,1204,1306,1145,1742,1110,926,1283,954,1086,1163,2500,1314,1275,980,1346,1318,1013,1073,810,925,1856,942,867,2210,1697,999","1642,1889,1144,950,1179,934,981,1558,907,869",10260,348,37705,10616,212897,762894,13,"13:11:57 07/09/19 UTC","Tue Jul 09 2019 09:11:57 GMT-0400 (Eastern Daylight Time)","13:11:57 07/09/19 UTC",0,"category_change_1","13:24:30 07/09/19 UTC","no","0111100011","1000011100","0111100011","1000011100",3,3,0,4,4,0,0.4,0.4,0,"s71361809",3
"472","iU681777","s56726054","I","U",NA,NA,NA,"seb","nuk",4,TRUE,TRUE,"1,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0",10,"5,6,1,3,9,0,0,2,7,4,9,5,1,6,8,2,3,2,5,3,4,9,8,7,1,0,4,7,8,6","9,3,4,7,1,2,5,6,0,8","0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0","0,0,0,0,0,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1563,1523,1473,2759,800,1701,1163,2740,1567,2246,1628,3199,1258,969,1182,1235,1543,1451,1914,1965,944,783,1367,2119,1895,1061,1647,1034,916,904","1059,1033,962,1085,1053,874,1053,1141,1254,874",16922,546,66896,25461,223164,1081747,18,"13:07:13 07/09/19 UTC","Tue Jul 09 2019 21:07:13 GMT 0800 (China Standard Time)","13:07:13 07/09/19 UTC",0,"category_change_1","13:24:58 07/09/19 UTC","no","1000000000","1000000000","1000000000","1000000000",1,1,0,1,1,0,0.1,0.1,0,"s56726054",4
"473","cR340582","s36636769","C","R",28,3,"cR153605","seb","nuk",1,TRUE,TRUE,"0,0,0,1,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",10,"8,8,4,9,7,6,9,4,9,7,8,2,9,6,9,8,0,9,9,3,7,8,5,9,7,6,5,9,1,9","3,7,6,8,0,5,4,1,2,9","1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1","1,1,1,1,0,1,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4654,1662,1487,1578,1593,1340,1324,1440,1197,1347,1057,2555,1123,1157,1124,1096,1204,1108,1139,1255,1012,1024,929,975,1032,823,882,954,1025,1004","1245,1074,1006,889,1039,954,1081,1039,1072,860",9051,249,34878,12417,238882,295477,5,"13:23:30 07/09/19 UTC","Tue Jul 09 2019 08:23:31 GMT-0500 (Central Daylight Time)","13:23:31 07/09/19 UTC",0,"category_change_1","13:28:16 07/09/19 UTC","no","0001111111","1110000000","0001111111","1110000000",1,1,0,3,3,0,0.3,0.3,0,"28",3
"474","iR713831","s80567741","I","R",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"1,0,0,0,0,0,0,1,1,0","1,1,0,0,0,0,0,0,1,0",8,"3,7,8,9,8,9,9,9,0,9,7,1,4,8,8,9,6,4,6,7,8,5,9,2,9,6,5,7,9,9","6,8,9,2,0,5,7,4,1,3","1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0","0,1,0,0,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4360,2067,1369,1474,1931,1192,1020,1279,3122,1427,2684,3487,2490,1332,2632,1663,2021,5558,1738,3014,1532,2714,2205,3387,1799,3506,2022,2136,1338,1361","2337,1724,1035,1435,1270,1420,1804,2139,2724,1293",12747,300,36304,16647,264602,862650,NA,"13:08:54 07/09/19 UTC","Tue Jul 09 2019 09:08:54 GMT-0400 (Eastern Daylight Time)","13:08:54 07/09/19 UTC",0,"category_change_1","13:23:04 07/09/19 UTC","no","1100000010","1100000010","1000000110","1000000110",3,3,0,3,3,0,0.3,0.3,0,"s80567741",3
"475","iR857968","s56599397","I","R",NA,NA,NA,"seb","nuk",5,FALSE,FALSE,"1,1,1,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",9,"4,6,9,6,9,7,9,9,8,2,9,9,3,8,4,9,7,7,7,5,5,8,8,0,8,9,9,9,1,6","2,1,3,9,5,0,6,8,7,4","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0","0,1,0,0,0,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0","1399,540,834,754,511,610,611,553,761,1571,526,8,471,1656,958,28619,11989,875,3669,8740,1325,1072,639,78795,3256,652,334,373,1047,6485","845,468,1153,370,392,855,429,329,881,505",8837,431,44653,15401,348896,2482855,NA,"13:03:33 07/09/19 UTC","Tue Jul 09 2019 09:03:32 GMT-0400 (Eastern Daylight Time)","13:03:32 07/09/19 UTC",1,"category_change_1","13:44:47 07/09/19 UTC","no","1100000000","1100000000","1110000000","1110000000",1,1,0,2,3,-1,0.3,0.2,-0.1,"s56599397",5
"476","iR763032","s51398248","I","R",NA,NA,NA,"dap","mig",7,FALSE,FALSE,"1,0,1,1,1,0,1,1,1,0","1,0,1,0,1,1,1,1,1,0",8,"9,8,9,0,8,7,8,8,6,4,9,7,9,6,9,4,6,2,9,5,9,9,7,9,1,5,7,9,3,8","0,5,3,6,8,2,1,7,4,9","1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1","1,1,0,1,1,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","659,213,262,321,294,444,682,1459,716,368,220,255,651,401,224,242,262,214,240,227,599,221,191,242,297,738,238,241,389,202","212,385,168,79,175,97,148,179,871,145",36843,249,528380,13003,224594,2863645,NA,"13:06:51 07/09/19 UTC","Tue Jul 09 2019 09:06:43 GMT-0400 (Eastern Daylight Time)","13:06:43 07/09/19 UTC",0,"category_change_1","13:53:58 07/09/19 UTC","no","1010111110","1010111110","1011101110","1011101110",5,5,0,7,7,0,0.3,0.3,0,"s51398248",7
"477","cR226187","s29986545","C","R",29,2,"cR905444","seb","nuk",1,TRUE,FALSE,"1,1,1,0,0,0,0,0,0,1","1,1,1,0,0,0,0,1,1,1",8,"6,8,6,9,1,2,8,8,0,6,7,9,9,7,3,4,5,5,9,7,9,9,9,8,9,8,9,7,4,9","4,6,8,1,5,9,7,3,2,0","1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1","0,0,1,1,0,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2313,1289,1240,1076,2834,1564,1421,926,1507,1382657,1071,864,1022,1165,1159,895,812,869,239929,866,369,903,937,687,825,887,875,741,1227,867","1471,745,1744,1838,1013,797,1207,732,1333,1152",7354,213,64657,3153,1848855,1924233,32,"13:11:13 07/09/19 UTC","Tue Jul 09 2019 09:11:12 GMT-0400 (Eastern Daylight Time)","13:11:12 07/09/19 UTC",2,"category_change_1","13:43:09 07/09/19 UTC","no","1110000111","1110000111","1110000001","1110000001",2,2,0,6,4,2,0.4,0.4,0,"29",2
"478","iU744454","s88975817","I","U",NA,NA,NA,"pon","fud",4,TRUE,TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,"7,0,8,5,2,7,2,9,3,8,1,5,2,7,4,6,3,4,1,5,0,9,6,1,4,3,0,6,9,8","9,5,0,2,3,1,8,4,6,7","0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0","0,1,1,1,1,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1592,1113,1044,1995,1059,1179,977,1138,1108,1055,992,2172,1010,1280,1239,1919,1085,1126,1422,1435,1061,1235,3077,1082,1240,1092,1104,2556,1119,1386","1404,1841,1089,920,1009,884,1120,1335,1136,1228",24341,482,87046,45985,229159,1225166,20,"13:17:50 07/09/19 UTC","Tue Jul 09 2019 18:47:51 GMT 0530 (India Standard Time)","13:17:51 07/09/19 UTC",0,"category_change_1","13:37:51 07/09/19 UTC","no","1111110000","1111110000","1111110000","1111110000",1,1,0,6,6,0,0.4,0.4,0,"s88975817",4
"479","iU103436","s45942814","I","U",NA,NA,NA,"dap","mig",8,TRUE,TRUE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,1,1",10,"5,1,8,4,4,7,3,7,8,0,8,5,6,6,5,9,9,0,2,0,3,6,2,1,9,3,4,1,2,7","5,2,3,9,0,1,8,7,4,6","0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1","0,0,0,1,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1898,381,1080,2897,638,591,25715,999,746,740,1549,681,991,1078,642,1176,1063,743,1117,863,664,827,576,613,1087,921,620,713,649,1085","9919,692,373,1229,641,643,6530,5789,696,1188",129463,317,46010,111173,283561,2513784,42,"13:06:59 07/09/19 UTC","Tue Jul 09 2019 08:06:59 GMT-0500 (Central Daylight Time)","13:06:59 07/09/19 UTC",0,"category_change_1","13:46:43 07/09/19 UTC","no","0000000011","1111111100","0000000011","1111111100",1,1,0,8,8,0,0.2,0.2,0,"s45942814",8
