"","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"228","iR857968","s56599397","I","R",NA,NA,NA,"seb","nuk",2,FALSE,FALSE,"1,0,0,0,1,0,0,1,0,0","1,0,0,1,0,0,0,0,0,0",7,"8,7,9,8,8,9,8,6,5,5,7,9,9,3,4,6,4,9,1,7,2,7,9,8,9,6,9,9,0,9","5,3,0,1,9,4,2,7,8,6","0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0","0,1,1,0,0,0,0,0,0,0","0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0","1029,42029,740,631,52574,52919,36591,2010,11087,924,691,809,48162,1439,639,1808,1835,38089,5769,1492,1767,46118,773,1251,571,1580,42616,694,938,138307","979,758,836,927,618,1117,1209,586,590,572",8837,431,44653,15401,991061,1548791,NA,"13:03:33 07/09/19 UTC","Tue Jul 09 2019 09:03:32 GMT-0400 (Eastern Daylight Time)","13:03:32 07/09/19 UTC",1,"category_change_1","13:29:13 07/09/19 UTC","no","1001000000","1001000000","1000100100","1000100100",3,5,-2,2,3,-1,0.3,0.2,-0.1,"s56599397",2
"229","cR523184","s87358325","C","R",20,2,"cR710671","buv","kal",1,TRUE,TRUE,"0,0,0,0,0,0,0,1,1,0","0,0,0,0,0,0,0,1,1,0",10,"8,6,0,4,9,4,5,9,2,9,6,9,6,7,8,3,8,8,1,8,5,9,9,7,9,9,9,9,7,7","0,2,6,3,5,4,7,9,1,8","1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1712,1376,2718,1324,1101,1371,1101,1127,962,1050,1286,1017,1353,1201,1184,1052,1532,1218,793,1213,879,1169,1053,1934,879,927,1089,862,1222,957","984,735,1294,754,1385,741,890,753,830,1090",9317,183,35551,13234,223531,281816,5,"13:14:28 07/09/19 UTC","Tue Jul 09 2019 09:14:27 GMT-0400 (Eastern Daylight Time)","13:14:27 07/09/19 UTC",0,"category_change_1","13:19:01 07/09/19 UTC","no","0000000110","1111111001","0000000110","1111111001",2,2,0,8,8,0,0.2,0.2,0,"20",2
"230","iR849000","s98788102","I","R",NA,NA,NA,"pon","fud",5,FALSE,FALSE,"1,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,1",8,"7,6,8,7,9,8,8,8,5,3,9,4,9,4,5,9,7,6,2,9,9,1,9,0,9,6,7,9,9,8","1,6,8,3,0,4,9,7,5,2","0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0","0,0,0,0,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1463,1006,1217,1090,29578,15658,1137,948,5219,1732,1957,2577,1172,1174,1370,1408,1426,1553,1869,1319,1684,1573,1239,1371,846,1670,1090,1082,1518,1421","3589,1094,939,1805,923,1356,952,3960,1429,3286",7419,249,78511,13565,282729,1999833,NA,"13:09:56 07/09/19 UTC","Tue Jul 09 2019 09:09:57 GMT-0400 (Eastern Daylight Time)","13:09:57 07/09/19 UTC",0,"category_change_1","13:43:08 07/09/19 UTC","no","1000000001","1000000001","1101000001","1101000001",2,4,-2,2,4,-2,0.4,0.2,-0.2,"s98788102",5
"231","iU802502","s40301884","I","U",NA,NA,NA,"pon","fud",2,FALSE,FALSE,"1,1,0,0,0,1,0,0,1,0","1,1,1,0,0,0,0,1,1,0",7,"4,3,1,2,3,9,6,8,4,0,2,2,9,5,7,0,0,4,1,1,6,3,6,7,5,7,8,9,8,5","7,4,2,1,3,5,8,6,9,0","0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0","1,0,1,1,0,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0","1304,898,1019,926,1261,981,2000,1313,1042,1097,2406,1197,986,2691,1546,1061,950,1383,1119,1062,3060,1658,1358,2012,1294,1102,1154,1127,1242,1079","1679,1550,2047,832,1335,1154,1473,1354,945,1185",10111,284,78633,30776,227897,576900,NA,"13:15:26 07/09/19 UTC","Tue Jul 09 2019 06:15:24 GMT-0700 (Pacific Daylight Time)","13:15:24 07/09/19 UTC",1,"category_change_1","13:24:53 07/09/19 UTC","no","1110000110","1110000110","1100010010","1100010010",3,5,-2,5,4,1,0.4,0.5,0.1,"s40301884",2
"232","iL920392","s87756386","I","L",NA,NA,NA,"seb","nuk",2,FALSE,FALSE,"1,1,1,1,0,0,0,0,0,1","1,1,1,1,0,0,0,0,0,0",9,"0,1,7,0,1,2,0,6,9,4,2,0,0,3,1,1,0,2,1,0,5,2,5,0,8,0,3,3,4,0","8,6,3,1,2,7,9,4,0,5","1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1","0,0,1,1,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0","727,809,639,644,695,763,665,860,972,880,513,677,664,706,683,655,612,1565,569,610,824,9727,739,677,874,1704,946,948,1073,643","1099,988,592,549,489,682,561,670,513,862",24272,382,20667,2105,207826,469205,NA,"13:06:44 07/09/19 UTC","Tue Jul 09 2019 09:06:44 GMT-0400 (Eastern Daylight Time)","13:06:44 07/09/19 UTC",0,"category_change_1","13:14:09 07/09/19 UTC","no","1111000000","1111000000","1111000001","1111000001",1,2,-1,4,5,-1,0.5,0.4,-0.1,"s87756386",2
"233","iR643497","s11238472","I","R",NA,NA,NA,"dap","mig",2,FALSE,FALSE,"0,0,0,0,0,0,1,0,1,1","0,0,0,0,1,0,1,0,1,1",9,"9,9,9,8,9,4,7,9,3,6,9,9,9,7,0,7,9,7,2,8,6,5,1,6,9,4,8,5,8,8","2,5,7,9,4,3,6,8,0,1","1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1","0,0,0,1,1,0,1,1,0,0","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","639,552,421,3865,7857,3516,1367,1606,838,680,1089,1430,789,3496,5057,859,12423,1229,7915,5832,2445,2427,2062,3111,3575,1233,4396,940,11223,17501","1144,1108,1307,735,1240,949,1191,580,830,869",7485,216,39229,7557,292912,621610,NA,"13:04:33 07/09/19 UTC","Tue Jul 09 2019 09:04:42 GMT-0400 (Eastern Daylight Time)","13:04:42 07/09/19 UTC",0,"category_change_1","13:14:47 07/09/19 UTC","no","0000101011","1111010100","0000001011","1111110100",5,3,2,6,7,-1,0.3,0.4,0.1,"s11238472",2
"234","iR229712","s30010022","I","R",NA,NA,NA,"dap","mig",2,FALSE,FALSE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,1,0,0,0,0",9,"7,7,9,9,9,9,6,4,5,9,5,9,9,7,8,6,9,6,8,9,8,8,7,3,0,1,2,4,8,9","7,2,8,3,5,0,4,9,6,1","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0","0,1,0,1,1,1,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1033,838,957,2440,759,651,918,918,737,889,740,707,680,783,1513,758,708,862,637,815,724,679,742,1281,983,824,843,2142,1063,884","1338,901,815,815,2367,881,1016,734,901,972",8702,302,82992,85381,214668,628142,NA,"13:04:57 07/09/19 UTC","Tue Jul 09 2019 08:04:56 GMT-0500 (Central Daylight Time)","13:04:56 07/09/19 UTC",0,"category_change_1","13:15:16 07/09/19 UTC","no","1111110000","1111110000","1111100000","1111100000",1,1,0,6,5,1,0.5,0.4,-0.1,"s30010022",2
"235","iL550311","s63034279","I","L",NA,NA,NA,"seb","nuk",1,FALSE,FALSE,"1,1,0,0,0,1,0,1,0,1","1,1,1,1,0,1,0,0,0,0",6,"0,7,1,9,6,2,1,3,3,8,0,0,1,1,0,0,0,0,4,5,2,5,3,4,1,0,0,2,2,0","8,9,7,4,0,2,3,1,6,5","0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1","0,0,0,0,1,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3678,1899,2366,1519,858,2358,1055,4558,3265,2298,1759,1202,1052,1160,862,1151,891,911,1946,878,1286,1371,805,1449,988,970,1135,1508,1112,871","1047,943,1461,1705,916,795,788,867,986,3743",7534,665,50441,26083,238333,323056,NA,"13:03:50 07/09/19 UTC","Tue Jul 09 2019 09:03:50 GMT-0400 (Eastern Daylight Time)","13:03:50 07/09/19 UTC",0,"category_change_1","13:09:06 07/09/19 UTC","no","1111010000","1111010000","1100010101","1100010101",3,6,-3,5,5,0,0.5,0.5,0,"s63034279",1
"236","iL173364","s39710219","I","L",NA,NA,NA,"pon","fud",2,FALSE,FALSE,"1,1,1,0,1,0,1,1,1,1","1,1,1,1,0,0,0,1,1,1",7,"1,2,1,8,0,0,1,3,2,0,2,3,0,0,0,0,0,0,0,3,2,5,1,4,4,7,6,5,9,1","9,2,8,4,0,3,1,7,6,5","1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1","1,1,1,0,1,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1323,1578,1575,4047,1229,973,2510,3014,2012,1190,2139,1353,1049,1076,1310,955,1021,2895,1066,5742,1084,3470,1248,3066,1541,2832,2482,5077,1668,1260","2256,1110,1732,1899,1117,3589,1151,1835,1068,1402",12466,463,69652,43894,249061,675701,NA,"13:03:40 07/09/19 UTC","Tue Jul 09 2019 09:03:18 GMT-0400 (Eastern Daylight Time)","13:03:18 07/09/19 UTC",0,"category_change_1","13:14:43 07/09/19 UTC","no","1111000111","1111000111","1110101111","1110101111",2,4,-2,7,8,-1,0.2,0.3,0.1,"s39710219",2
"237","iR579658","s72947520","I","R",NA,NA,NA,"pon","fud",1,FALSE,FALSE,"1,0,1,0,1,0,1,0,0,1","1,1,1,0,1,0,0,0,0,1",8,"6,5,9,9,6,9,2,6,9,8,7,5,8,9,8,1,9,9,8,9,8,9,7,4,9,7,3,4,0,7","5,3,1,8,2,9,4,0,6,7","1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0","0,0,1,0,1,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1719,1589,2247,2137,1275,1738,2661,2896,4290,4735,1089,1251,2869,3157,1719,1416,1411,1421,2145,1443,3960,1522,2922,3120,1848,1342,1559,2066,2280,4746","1689,1978,985,3235,1059,1258,1667,1013,1134,1602",26421,312,73775,4650,337388,442547,NA,"13:06:02 07/09/19 UTC","Tue Jul 09 2019 08:06:00 GMT-0500 (Central Daylight Time)","13:06:00 07/09/19 UTC",1,"category_change_1","13:12:58 07/09/19 UTC","no","1110100001","1110100001","1010101001","1010101001",4,8,-4,5,5,0,0.5,0.5,0,"s72947520",1
"238","cR312238","s54144266","C","R",27,1,"init","seb","nuk",1,TRUE,FALSE,"0,1,0,0,0,0,1,1,1,1","1,0,1,1,0,1,1,0,0,1",3,"7,7,6,9,6,9,6,9,9,5,1,9,7,9,5,4,8,9,3,9,8,7,0,9,8,4,2,9,8,8","5,0,3,1,6,9,7,2,8,4","0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1","1,1,1,0,1,1,0,1,0,0","2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,1","2832,1042,947,1208,823,692,457,748,418,440,1091,443,602,662,1210,708,1169,1047,620,430,297,2034,1170,823,911,1453,462,1041,1094,791","868,1617,43646,845,601,776,923,538,918,510",24745,232,27084,38287,253115,343463,6,"13:04:47 07/09/19 UTC","Tue Jul 09 2019 09:04:47 GMT-0400 (Eastern Daylight Time)","13:04:47 07/09/19 UTC",0,"category_change_1","13:10:05 07/09/19 UTC","no","1011011001","1011011001","0100001111","1011110000",6,3,3,6,5,1,0.5,0.4,-0.1,"27",1
"239","iL730742","s69688787","I","L",NA,NA,NA,"gos","tef",1,FALSE,FALSE,"0,0,1,0,1,0,1,1,1,0","0,0,1,1,1,1,1,1,1,0",8,"8,6,4,1,0,0,3,3,4,0,0,2,0,3,1,0,1,5,2,1,5,9,2,1,2,0,0,0,0,7","6,2,4,8,7,3,9,1,5,0","1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1","1,1,1,1,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","24463,1991,2437,1364,1078,860,1452,1549,1069,1143,817,1746,1203,1453,18102,1098,1302,452,1356,1252,1503,2090,1074,1086,944,894,806,869,1007,1231","1694,1390,1110,1094,1026,1736,1957,1051,1487,1079",18519,602,123171,23547,289094,454933,NA,"13:07:13 07/09/19 UTC","Tue Jul 09 2019 18:37:11 GMT 0530 (India Standard Time)","13:07:11 07/09/19 UTC",1,"category_change_1","13:14:29 07/09/19 UTC","no","0011111110","1100000001","0010101110","1101010001",2,6,-4,3,5,-2,0.5,0.3,-0.2,"s69688787",1
"240","cL128093","s66041226","C","L",43,1,"init","dap","mig",1,TRUE,FALSE,"1,1,0,0,1,0,0,1,0,1","1,1,0,0,0,0,0,0,0,0",7,"0,0,0,1,0,2,7,0,0,2,3,2,9,2,5,1,6,0,1,4,0,8,0,3,5,3,0,1,4,1","6,7,5,1,8,3,4,2,9,0","0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1","0,0,0,1,0,0,0,0,0,1","2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2170,1095,968,971,754,570,422,1277,603,1619,10005,40064,379,820,1179,708,11609,927,744,1184,1320,1569,1096,1277,875,876,717,1066,967,527","1168,714,519,876,904,567,587,741,1016,769",13833,166,28400,9551,269341,321291,5,"13:04:36 07/09/19 UTC","Tue Jul 09 2019 08:04:37 GMT-0500 (Central Daylight Time)","13:04:37 07/09/19 UTC",0,"category_change_1","13:09:43 07/09/19 UTC","no","1100000000","1100000000","1100100101","1100100101",1,6,-5,2,5,-3,0.5,0.2,-0.3,"43",1
"241","cL812573","s94476143","C","L",36,1,"init","dap","mig",1,TRUE,FALSE,"1,0,1,0,0,1,0,0,1,1","1,0,0,0,0,0,0,0,1,1",8,"2,3,0,1,3,8,2,0,2,4,0,1,1,5,0,0,1,5,3,2,9,6,0,7,0,0,0,0,1,4","7,4,2,9,8,6,1,0,3,5","0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0","0,0,0,1,1,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0","2289,975,2365,611,1190,858,1000,1253,866,1047,858,1612,1601,948,1087,1236,1257,1426,1197,2516,1277,1094,779,1523,1203,847,1039,801,978,1227","1285,1917,1610,1101,5991,870,1008,689,789,769",131847,500,34962,38631,231699,437639,7,"13:06:12 07/09/19 UTC","Tue Jul 09 2019 09:06:07 GMT-0400 (Eastern Daylight Time)","13:06:07 07/09/19 UTC",0,"category_change_1","13:11:18 07/09/19 UTC","no","1000000011","1000000011","1010010011","1010010011",2,6,-4,3,5,-2,0.5,0.3,-0.2,"36",1
"242","cL246938","s18287938","C","L",31,1,"init","seb","nuk",1,TRUE,FALSE,"1,1,0,0,1,0,0,1,0,1","1,1,1,1,0,0,0,0,0,0",5,"3,6,0,3,0,0,9,0,8,1,2,2,1,4,0,5,5,0,7,4,2,1,0,0,1,0,1,0,3,2","2,6,9,4,0,3,7,5,1,8","1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1","1,0,0,0,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2452,1973,1204,1107,1374,1249,1239,1390,5763,4043,2348,1870,1671,2012,1936,1681,1832,1785,1535,2192,1560,1543,1516,1551,1587,1685,4138,1282,1709,1842","2043,1143,1123,2777,893,2482,1058,1408,912,995",17301,3232,48029,22329,262039,352929,6,"13:06:29 07/09/19 UTC","Tue Jul 09 2019 09:06:22 GMT-0400 (Eastern Daylight Time)","13:06:22 07/09/19 UTC",0,"category_change_1","13:12:02 07/09/19 UTC","no","1111000000","1111000000","1100100101","1100100101",1,6,-5,4,5,-1,0.5,0.4,-0.1,"31",1
"243","iL314595","s35673330","I","L",NA,NA,NA,"gos","tef",4,TRUE,TRUE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,1,1,1",10,"2,0,4,0,4,2,3,0,0,9,1,0,8,0,1,3,1,3,5,0,0,1,1,6,0,5,2,2,7,0","4,3,2,8,5,9,0,6,7,1","0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0","0,0,0,1,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3077,510,1096,1277,1205,868,1449,1786,1399,1245,2000,819,1987,2267,1421,2005,4510,3176,2035,1340,1204,14648,1558,3160,2435,9119,5137,4597,4379,14670","2306,481,1655,465,1552,2179,1284,2547,626,659",4061,235,26207,1725,267933,893581,15,"13:05:34 07/09/19 UTC","Tue Jul 09 2019 08:54:52 GMT-0400 (Eastern Daylight Time)","12:54:52 07/09/19 UTC",0,"category_change_1","13:20:23 07/09/19 UTC","no","0000000111","1111111000","0000000111","1111111000",1,1,0,7,7,0,0.3,0.3,0,"s35673330",4
"244","iL573482","s50571737","I","L",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",9,"1,7,1,2,3,0,6,4,0,3,5,1,0,0,2,2,0,1,0,9,4,3,0,1,0,0,5,8,2,0","6,3,8,4,7,1,2,0,9,5","1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1","0,1,0,1,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1004,989,883,1099,906,904,1063,916,1114,982,1490,912,759,767,788,786,770,786,748,921,1086,1302,923,773,801,768,943,839,929,862","1104,752,940,803,945,837,760,834,877,956",21175,234,38047,9642,204561,498975,NA,"13:09:27 07/09/19 UTC","Tue Jul 09 2019 06:09:27 GMT-0700 (Pacific Daylight Time)","13:09:27 07/09/19 UTC",0,"category_change_1","13:17:25 07/09/19 UTC","no","1111100000","1111100000","1111000000","1111000000",1,1,0,5,4,1,0.4,0.5,0.1,"s50571737",2
"245","iR716593","s36913647","I","R",NA,NA,NA,"dap","mig",2,FALSE,FALSE,"1,0,1,0,0,0,1,1,1,0","1,1,0,0,1,1,1,1,1,0",6,"9,9,5,9,8,8,1,4,8,6,7,2,9,7,9,9,7,9,0,5,8,9,6,8,9,7,9,3,6,4","8,2,3,5,1,6,0,9,4,7","0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0","1,0,0,1,1,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1046,883,2494,867,834,1052,2582,1146,1110,2163,1470,2282,911,961,726,930,948,822,1672,1531,1428,936,1734,1034,1082,1280,841,1324,1146,1146","1372,6584,2981,1006,2678,3396,1178,934,7555,1222",42759,383,32035,17319,229290,561856,NA,"13:04:19 07/09/19 UTC","Tue Jul 09 2019 09:04:19 GMT-0400 (Eastern Daylight Time)","13:04:19 07/09/19 UTC",0,"category_change_1","13:12:58 07/09/19 UTC","no","1100111110","1100111110","1010001110","1010001110",3,5,-2,7,5,2,0.5,0.3,-0.2,"s36913647",2
"246","iL286525","s39582121","I","L",NA,NA,NA,"pon","fud",1,FALSE,FALSE,"0,1,1,0,1,0,0,1,0,1","0,1,1,1,0,1,0,1,0,0",6,"3,0,0,0,4,1,2,5,0,0,0,2,0,5,3,4,2,7,0,1,2,9,1,3,1,6,1,0,8,0","6,1,8,3,2,0,4,9,5,7","1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1","0,1,0,1,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","8549,1569,1544,1139,1507,1481,1561,1409,1604,962,1060,1203,1719,1806,2498,915,1465,1380,2190,1250,2326,1222,2449,1378,1360,1213,1719,1217,2692,1195","2777,2882,3050,2504,953,1311,1305,1942,946,864",16996,266,48417,26207,256110,347997,NA,"13:06:26 07/09/19 UTC","Tue Jul 09 2019 08:06:23 GMT-0500 (Central Daylight Time)","13:06:23 07/09/19 UTC",0,"category_change_1","13:11:57 07/09/19 UTC","no","0111010100","1000101011","0110100101","1001011010",6,7,-1,5,5,0,0.5,0.5,0,"s39582121",1
"247","iL398259","s87488403","I","L",NA,NA,NA,"pon","fud",2,TRUE,TRUE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,1,1,1,1,1",10,"5,0,8,2,0,4,0,2,0,1,3,4,7,1,0,9,0,0,2,0,1,3,6,3,1,0,0,2,1,5","6,0,3,9,5,2,4,8,7,1","0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1","1,0,0,1,1,0,0,1,1,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1942,807,1637,771,772,859,1227,831,5861,826,1215,905,814,996,10836,1002,790,801,1058,1886,1500,901,1051,941,839,629,690,577,624,896","674,740,833,619,882,406,638,687,755,919",3961,200,27293,22466,213681,477795,8,"13:11:05 07/09/19 UTC","Tue Jul 09 2019 08:13:40 GMT-0500 (Central Daylight Time)","13:13:40 07/09/19 UTC",0,"category_change_1","13:18:59 07/09/19 UTC","no","0000011111","1111100000","0000011111","1111100000",1,1,0,5,5,0,0.5,0.5,0,"s87488403",2
"248","cL464682","s33470830","C","L",35,5,"cL291291","vit","lem",1,TRUE,TRUE,"0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",10,"0,1,5,0,0,0,9,2,2,7,2,1,5,0,1,1,0,4,3,0,6,3,0,8,2,4,0,3,1,0","7,3,0,2,6,4,5,1,8,9","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2283,971,1177,857,954,835,799,814,1052,1148,869,845,768,704,685,482,709,901,719,636,688,914,622,774,791,805,820,864,774,805","814,811,534,447,426,492,481,393,395,794",5563,169,33868,15148,200532,255278,4,"13:34:37 07/09/19 UTC","Tue Jul 09 2019 08:34:35 GMT-0500 (Central Daylight Time)","13:34:35 07/09/19 UTC",0,"category_change_1","13:38:47 07/09/19 UTC","no","0000000001","1111111110","0000000001","1111111110",1,1,0,9,9,0,0.1,0.1,0,"35",5
