"","X","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"550",564,"iR430083","s85534818","I","R",NA,NA,NA,"seb","nuk",1,FALSE,FALSE,"0,0,0,0,1,1,0,1,1,1","0,0,0,0,1,1,1,1,1,1",9,"9,9,0,2,6,7,7,1,9,6,7,5,8,4,9,8,8,5,9,6,9,8,7,8,3,9,9,9,4,9","0,6,2,4,1,9,5,7,3,8","0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1","0,1,0,1,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2210,1232,1273,1638,1139,1199,1387,1381,9803,1949,3572,7983,1262,1253,1341,1294,1171,946,698,593,972,973,541,1186,1444,835,886,888,1471,907","1205,1347,1099,1158,1108,893,1485,1140,2606,955",14251,217,34666,21720,245629,316483,NA,"19:21:04 01/22/20 UTC","Wed Jan 22 2020 11:21:04 GMT-0800 (Pacific Standard Time)","19:21:04 01/22/20 UTC",0,"category_change_2","19:26:06 01/22/20 UTC","no","0000111111","1111000000","0000110111","1111001000",1,3,-2,4,5,-1,0.5,0.4,-0.1,"s85534818",1
"551",565,"iL929171","s92345565","I","L",NA,NA,NA,"pon","fud",5,FALSE,FALSE,"1,1,0,0,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",8,"0,0,0,5,0,2,0,3,1,4,0,1,0,3,4,0,8,6,0,2,5,9,2,1,1,7,2,3,1,0","7,4,3,0,2,6,8,1,5,9","1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1","0,0,1,1,1,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1267,830,702,924,1042,1093,909,875,1030,743,939,792,903,1106,826,1235,824,789,901,1173,935,837,1251,1742,1294,1162,1312,1139,1088,1224","6136,893,887,724,810,764,725,1152,1155,990",7012,331,53522,1620,208157,1105861,NA,"19:22:08 01/22/20 UTC","Wed Jan 22 2020 11:22:08 GMT-0800 (Pacific Standard Time)","19:22:08 01/22/20 UTC",0,"category_change_2","19:40:27 01/22/20 UTC","no","1111000000","1111000000","1100000000","1100000000",1,1,0,4,2,2,0.2,0.4,0.2,"s92345565",5
"552",566,"iL837526","s48363868","I","L",NA,NA,NA,"pon","fud",2,FALSE,FALSE,"0,0,0,1,1,0,1,1,1,1","0,0,0,1,0,1,1,1,1,1",8,"0,9,0,1,5,0,2,2,4,0,1,1,3,0,5,1,8,0,3,0,0,2,7,0,1,4,0,3,6,2","6,4,7,5,0,8,2,3,9,1","0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0","1,0,1,1,0,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1279,1211,1690,1781,1164,1500,1397,1307,1202,1669,1595,1344,987,1244,2869,1408,1387,1214,1156,1003,952,779,1353,1404,1244,1286,1045,1031,1644,1141","1604,1441,889,1398,961,903,1027,881,869,987",8405,247,36350,28539,219489,523793,NA,"19:19:39 01/22/20 UTC","Wed Jan 22 2020 11:19:41 GMT-0800 (Pacific Standard Time)","19:19:41 01/22/20 UTC",0,"category_change_2","19:28:15 01/22/20 UTC","no","0001011111","1110100000","0001101111","1110010000",3,3,0,4,4,0,0.4,0.4,0,"s48363868",2
"553",567,"iU418586","s31683497","I","U",NA,NA,NA,"dap","mig",2,FALSE,FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,0,1,1,1,1",9,"7,1,9,5,1,6,5,0,3,8,3,2,7,2,9,7,4,0,4,6,3,4,5,2,0,9,6,1,8,8","5,4,7,6,8,2,0,3,9,1","1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1","0,0,1,1,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,1,0","1231,784,1111,1198,1250,771,972,1087,1241,860,1606,935,960,954,732,676,1424,1110,6523,667,3383,923,989,1031,948,1114,928,871,2169,1568","1858,1217,452,311,552,969,376,302,327,239",6409,132,76835,44171,222452,607961,NA,"19:24:12 01/22/20 UTC","Wed Jan 22 2020 14:24:12 GMT-0500 (Eastern Standard Time)","19:24:12 01/22/20 UTC",0,"category_change_2","19:34:13 01/22/20 UTC","no","0000001111","1111110000","0000011111","1111100000",1,1,0,6,5,1,0.5,0.4,-0.1,"s31683497",2
"554",568,"iL589849","s85471905","I","L",NA,NA,NA,"gos","tef",6,FALSE,FALSE,"0,0,0,0,1,1,1,1,1,0","0,0,0,0,0,1,1,1,1,0",9,"4,1,5,1,7,1,0,0,0,3,5,6,2,0,1,0,2,9,4,2,0,0,0,2,1,0,8,0,3,3","1,6,5,3,0,8,4,2,7,9","1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,1,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1659,888,1359,1023,1571,768,939,1063,881,4261,1438,1334,937,754,931,931,989,2456,3426,1244,967,891,896,916,970,1304,1975,882,1867,2124","891,1719,2788,1019,748,1896,2562,950,1205,3462",4339,265,67113,29137,225417,1548406,NA,"20:33:07 01/22/20 UTC","Wed Jan 22 2020 15:33:09 GMT-0500 (Eastern Standard Time)","20:33:09 01/22/20 UTC",0,"category_change_2","20:58:51 01/22/20 UTC","no","0000011110","1111100001","0000111110","1111000001",2,2,0,6,5,1,0.5,0.4,-0.1,"s85471905",6
"555",570,"iU451337","s41263742","I","U",NA,NA,NA,"vit","lem",2,FALSE,FALSE,"1,1,1,1,0,1,1,0,0,0","1,1,1,1,1,0,0,0,0,0",7,"1,2,8,3,7,2,8,5,9,3,2,5,1,9,0,4,8,7,9,0,7,6,3,0,4,6,6,1,4,5","2,9,8,5,4,3,0,1,6,7","1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0","1,0,0,0,1,1,1,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1693,1414,2438,4123,1543,1511,1592,2213,1370,1508,4254,5687,1298,1175,1608,1217,1574,1390,807,1414,974,927,2553,1672,3021,1357,1609,4414,4527,1214","1526,1384,1662,4743,3177,1941,2457,2946,1428,1783",70842,716,85284,34554,271582,754254,NA,"19:22:38 01/22/20 UTC","Wed Jan 22 2020 14:22:36 GMT-0500 (Eastern Standard Time)","19:22:36 01/22/20 UTC",0,"category_change_2","19:34:01 01/22/20 UTC","no","1111100000","1111100000","1111011000","1111011000",1,3,-2,5,6,-1,0.4,0.5,0.1,"s41263742",2
"556",571,"iU153686","s81039428","I","U",NA,NA,NA,"vit","lem",6,FALSE,FALSE,"1,0,0,0,0,0,1,1,1,1","1,1,0,0,0,0,0,0,1,1",7,"8,5,0,4,7,7,8,6,2,0,3,5,9,5,3,6,2,1,6,2,8,1,7,0,4,9,4,9,1,3","1,9,4,8,3,5,0,6,7,2","1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0","1,1,0,1,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0","864,1019,871,754,972,865,885,1258,812,844,932,981,889,823,854,1658,885,1427,1492,721,1034,1071,756,977,1160,825,858,920,872,998","1038,975,1154,958,1046,951,1228,1087,1002,918",5884,199,64595,24012,201248,1357391,NA,"19:20:24 01/22/20 UTC","Wed Jan 22 2020 13:20:26 GMT-0600 (Central Standard Time)","19:20:26 01/22/20 UTC",0,"category_change_2","19:42:55 01/22/20 UTC","no","1100000011","1100000011","1000001111","1000001111",2,2,0,4,5,-1,0.5,0.4,-0.1,"s81039428",6
"557",572,"iL589849","s85471905","I","L",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"0,0,0,0,1,0,1,0,1,0","0,0,0,0,1,1,1,1,1,0",8,"0,0,3,5,0,2,2,8,2,4,3,0,1,5,1,4,9,1,7,6,0,0,3,0,0,0,0,1,1,2","5,2,4,6,9,3,8,1,0,7","0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1","1,0,1,1,0,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1038,1051,1772,1198,875,1558,1014,2625,892,1536,3419,1077,1137,1044,946,2025,1937,1115,3026,1429,927,922,1836,1003,1521,892,1033,1385,987,1640","1655,1415,2065,1103,1576,1127,2637,1135,971,1528",4339,265,67113,29137,230953,579345,NA,"20:33:07 01/22/20 UTC","Wed Jan 22 2020 15:33:09 GMT-0500 (Eastern Standard Time)","20:33:09 01/22/20 UTC",0,"category_change_2","20:42:42 01/22/20 UTC","no","0000111110","1111000001","0000101010","1111010101",2,6,-4,5,7,-2,0.3,0.5,0.2,"s85471905",2
"558",573,"cR402344","s64685755","C","R",19,4,"cR886617","gos","tef",1,TRUE,FALSE,"1,1,1,0,0,1,1,1,1,1","1,1,1,1,0,1,1,1,1,1",9,"3,4,6,2,0,8,6,9,5,8,1,9,7,9,7,6,8,9,9,8,7,9,5,9,8,9,7,9,9,4","8,9,3,6,4,5,0,7,1,2","0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0","1,1,1,1,0,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3219,1408,1909,1001,1130,1194,877,766,1235,1021,1180,947,824,712,653,1071,777,762,904,869,1327,4310,1028,716,755,5709,676,785,630,954","1092,689,2890,799,1086,906,775,735,811,3143",222870,133,652237,72291,225357,1172887,"20","19:38:42 01/22/20 UTC","Wed Jan 22 2020 12:38:44 GMT-0700 (Mountain Standard Time)","19:38:44 01/22/20 UTC",0,"category_change_2","19:54:32 01/22/20 UTC","no","1111011111","1111011111","1110011111","1110011111",2,2,0,9,8,1,0.2,0.1,-0.1,"19",4
"559",574,"iU414249","s95266149","I","U",NA,NA,NA,"buv","kal",2,FALSE,FALSE,"1,1,1,1,1,0,0,1,1,1","1,1,1,1,0,1,1,1,1,1",7,"4,9,1,7,4,2,6,0,3,0,5,8,3,8,4,7,8,2,2,7,9,1,5,5,6,6,3,9,0,1","4,1,6,5,3,9,8,7,0,2","0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1","0,1,1,1,1,1,1,1,1,1","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1814,2178,948,1010,1544,962,960,976,1058,1065,1354,1276,4265,2740,937,1759,1730,1056,1059,1563,889,1011,1480,1228,1047,2045,844,1077,961,823","2729,801,2471,1908,1572,908,911,817,829,761",6497,165,27102,27735,226981,534011,NA,"19:20:08 01/22/20 UTC","Wed Jan 22 2020 12:20:10 GMT-0700 (Mountain Standard Time)","19:20:10 01/22/20 UTC",0,"category_change_2","19:28:56 01/22/20 UTC","no","1111011111","1111011111","1111100111","1111100111",2,2,0,9,8,1,0.2,0.1,-0.1,"s95266149",2
"560",575,"iU359746","s51857409","I","U",NA,NA,NA,"seb","nuk",1,FALSE,FALSE,"0,1,0,0,1,1,0,1,0,1","1,1,0,0,0,0,0,1,1,1",6,"6,2,3,4,2,8,9,1,8,9,6,3,2,7,0,5,5,4,5,1,1,3,9,8,4,6,0,0,7,7","3,2,1,4,9,0,6,5,8,7","0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1","0,0,1,0,1,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1409,1438,1899,6057,3021,877,815,1358,1031,1137,1741,1539,657,830,959,1042,727,660,388,247,310,530,695,639,1073,730,746,912,1004,870","657,570,582,956,761,739,672,397,538,707",6778,153,28529,24090,211326,270876,NA,"19:24:14 01/22/20 UTC","Wed Jan 22 2020 14:24:14 GMT-0500 (Eastern Standard Time)","19:24:14 01/22/20 UTC",0,"category_change_2","19:28:38 01/22/20 UTC","no","1100000111","1100000111","0100110101","1011001010",2,7,-5,5,5,0,0.5,0.5,0,"s51857409",1
"561",576,"iL748383","s70615400","I","L",NA,NA,NA,"gos","tef",4,FALSE,FALSE,"0,0,0,0,0,0,1,0,1,1","0,0,0,0,0,0,0,1,1,1",8,"0,0,0,3,3,3,1,1,2,2,1,1,0,2,0,7,0,1,9,4,4,0,0,0,8,5,6,5,2,0","0,7,9,2,4,6,5,1,3,8","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0","0,1,1,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4098,832,894,2736,642,672,892,510,622,814,596,586,594,685,1510,802,836,754,70190,639,1077,1565,1006,2422,1939,1693,1374,1106,705,794","735,733,753,366,606,369,436,381,726,857",10115,166,85805,15240,268948,1458838,NA,"19:21:59 01/22/20 UTC","Wed Jan 22 2020 14:22:00 GMT-0500 (Eastern Standard Time)","19:22:00 01/22/20 UTC",0,"category_change_2","19:46:08 01/22/20 UTC","no","0000000111","1111111000","0000001011","1111110100",1,3,-2,7,7,0,0.3,0.3,0,"s70615400",4
"562",577,"iL116053","s54166794","I","L",NA,NA,NA,"vit","lem",5,TRUE,TRUE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",10,"0,0,4,0,1,0,0,3,2,1,7,8,0,2,4,3,1,2,3,1,0,0,0,5,9,2,1,6,5,0","4,9,3,5,7,8,6,2,1,0","1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1","0,0,1,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","811,516,714,3533,874,522,570,916,839,597,681,680,661,621,2058,1025,583,805,780,1097,603,472,427,989,574,3527,590,2358,637,601","1009,761,2427,679,679,545,513,687,777,526",8097,165,37336,11581,207512,1181264,"20","19:24:05 01/22/20 UTC","Wed Jan 22 2020 12:24:05 GMT-0700 (Mountain Standard Time)","19:24:05 01/22/20 UTC",0,"category_change_2","19:43:38 01/22/20 UTC","no","1111000000","1111000000","1111000000","1111000000",1,1,0,4,4,0,0.4,0.4,0,"s54166794",5
"563",578,"iL672300","s88802927","I","L",NA,NA,NA,"dap","mig",6,FALSE,FALSE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,1",9,"3,0,0,3,2,6,2,0,0,5,2,7,0,5,4,0,0,0,2,1,0,1,3,1,1,1,8,9,4,0","9,1,0,2,8,3,7,4,5,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0","1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0","727,403,402,369,358,749,503,802,524,338,419,666,353,1147,670,519,452,512,453,451,473,436,395,402,735,448,436,1225,628,655","973,953,436,553,1263,858,1617,766,989,1075",6702,164,171783,13791,198931,1591726,NA,"19:20:30 01/22/20 UTC","Wed Jan 22 2020 13:20:31 GMT-0600 (Central Standard Time)","19:20:31 01/22/20 UTC",0,"category_change_2","19:46:55 01/22/20 UTC","no","0000000001","1111111110","0000000011","1111111100",1,1,0,9,8,1,0.2,0.1,-0.1,"s88802927",6
"564",579,"iU948526","s54699144","I","U",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"1,0,1,0,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",7,"5,7,1,1,4,3,5,8,8,0,9,3,1,7,9,2,6,6,6,9,5,2,8,3,7,4,4,0,0,2","6,7,5,9,3,2,4,1,8,0","1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1","1,1,1,1,1,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1582,524,712,2680,856,671,970,2512,525,1063,3542,953,729,1019,536,679,540,1345,1737,1053,2565,7196,3064,20582,971,2767,4405,4687,2633,1141","733,603,523,6166,3840,652,2468,740,363,1039",9294,118,22767,1181235,251719,1988482,NA,"19:33:07 01/22/20 UTC","Wed Jan 22 2020 14:33:06 GMT-0500 (Eastern Standard Time)","19:33:06 01/22/20 UTC",0,"category_change_2","20:06:06 01/22/20 UTC","no","0001111111","1110000000","1010111111","1010111111",1,4,-3,3,8,-5,0.2,0.3,0.1,"s54699144",3
"565",580,"iU223651","s32656971","I","U",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"0,0,0,0,0,0,1,1,0,1","0,0,0,0,1,1,0,1,1,1",6,"8,6,7,9,3,5,0,1,8,7,6,9,4,7,4,5,1,2,6,5,8,3,0,0,1,2,4,3,9,2","7,1,6,3,0,2,4,8,9,5","1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0","1,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,0,1","1600,666,603,700,649,1552,1555,870,729,751,951,1195,737,977,913,665,791,780,1232,759,659,852,666,614,794,707,1040,679,1137,716","2000,581,860,443,447,716,755,1211,798,1065",6430,350,24168,6152,200755,697446,NA,"19:19:23 01/22/20 UTC","Wed Jan 22 2020 14:18:01 GMT-0500 (Eastern Standard Time)","19:18:01 01/22/20 UTC",0,"category_change_2","19:30:54 01/22/20 UTC","no","0000110111","1111001000","0000001101","1111110010",3,3,0,5,7,-2,0.3,0.5,0.2,"s32656971",3
"566",581,"cL607804","s10941646","C","L",31,4,"cL864847","seb","nuk",1,TRUE,TRUE,"1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,1",10,"1,5,0,2,0,6,0,1,0,0,0,0,7,3,5,4,0,2,4,3,9,2,1,0,1,2,1,8,3,0","7,9,8,0,3,2,6,4,1,5","1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2965,1187,1219,1091,857,1083,855,932,773,831,761,2091,924,754,691,636,534,1522,641,494,435,613,690,3741,861,715,755,413,587,562","879,757,515,654,589,446,417,447,561,447",7275,151,314529,2638,207122,531715,"9","19:36:51 01/22/20 UTC","Wed Jan 22 2020 11:36:51 GMT-0800 (Pacific Standard Time)","19:36:51 01/22/20 UTC",0,"category_change_2","19:45:35 01/22/20 UTC","no","1111111111","1111111111","1111111111","1111111111",0,0,0,10,10,0,0,0,0,"31",4
"567",582,"iR310947","s31064019","I","R",NA,NA,NA,"seb","nuk",1,FALSE,FALSE,"0,1,1,0,1,1,1,0,0,0","0,1,1,1,1,0,0,0,0,0",7,"6,9,9,7,2,7,6,7,8,9,9,0,8,4,8,9,8,7,5,4,6,9,9,9,3,9,8,5,1,9","0,5,8,7,2,3,1,9,4,6","0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0","0,0,0,0,1,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2273,1009,1839,1196,1259,924,2893,2475,3833,1415,2547,1390,906,1207,957,2057,1395,2715,1787,1541,910,1405,2943,1082,1178,893,1272,983,828,1774","1142,1135,774,1118,1885,5007,1026,1851,1445,845",7991,197,65060,15870,240146,329264,NA,"19:23:42 01/22/20 UTC","Wed Jan 22 2020 11:23:42 GMT-0800 (Pacific Standard Time)","19:23:42 01/22/20 UTC",0,"category_change_2","19:29:03 01/22/20 UTC","no","0111100000","1000011111","0110111000","1001000111",2,4,-2,6,5,1,0.5,0.4,-0.1,"s31064019",1
"568",583,"cR987527","s25649177","C","R",25,5,"cR533420","gos","tef",1,TRUE,TRUE,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0",10,"8,0,9,4,5,8,4,9,6,9,9,9,9,8,7,9,7,3,1,7,9,7,6,6,2,8,9,5,8,9","6,1,2,3,0,8,7,5,4,9","1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2655,2160,1886,4706,939,1047,1343,1187,1390,970,1019,1203,935,821,719,1375,1029,1087,2840,502,588,1080,810,832,712,1278,985,921,604,1035","2051,487,409,725,392,686,447,442,454,656",7078,547,57845,16389,249283,331141,"6","19:45:43 01/22/20 UTC","Wed Jan 22 2020 14:45:41 GMT-0500 (Eastern Standard Time)","19:45:41 01/22/20 UTC",0,"category_change_2","19:51:07 01/22/20 UTC","no","0000000000","1111111111","0000000000","1111111111",0,0,0,10,10,0,0,0,0,"25",5
"569",584,"iU903863","s45316171","I","U",NA,NA,NA,"seb","nuk",1,FALSE,FALSE,"1,1,1,1,0,0,0,0,1,0","1,1,1,1,1,1,1,0,0,0",6,"0,0,4,9,2,5,6,2,3,7,8,0,6,5,7,9,4,1,3,6,4,7,8,9,2,3,1,1,8,5","4,6,5,1,9,0,3,2,8,7","1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0","1,1,1,1,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5447,1317,1976,1628,1534,1256,1171,1257,1099,1094,1140,2017,1091,928,1035,938,1229,1126,1197,1026,2994,1236,1115,2102,1066,1013,973,1005,1382,1782","1880,2111,1178,936,819,939,999,913,819,813",12161,167,83618,26786,238917,361647,NA,"19:20:28 01/22/20 UTC","Wed Jan 22 2020 13:20:27 GMT-0600 (Central Standard Time)","19:20:27 01/22/20 UTC",0,"category_change_2","19:26:18 01/22/20 UTC","no","1111111000","1111111000","1111000010","1111000010",1,3,-2,7,5,2,0.5,0.3,-0.2,"s45316171",1
"570",585,"cR619263","s61939882","C","R",25,1,"init","vit","lem",1,TRUE,FALSE,"0,1,0,1,0,1,1,1,0,0","0,1,1,1,1,1,1,0,0,0",7,"9,6,9,9,6,5,9,8,8,9,8,2,7,6,9,9,3,9,0,7,7,5,4,4,8,9,9,1,7,8","3,6,7,0,8,1,2,9,5,4","1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0","1,1,0,0,0,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1238,1161,1809,910,795,2728,829,1130,844,775,637,1979,1174,1508,746,1042,1009,794,1293,828,1109,1658,1264,1477,1862,1291,842,1266,1628,1910","1361,1041,858,926,1393,759,846,744,1154,949",6822,179,37944,8756,212215,265915,"4","19:20:42 01/22/20 UTC","Wed Jan 22 2020 14:20:41 GMT-0500 (Eastern Standard Time)","19:20:41 01/22/20 UTC",0,"category_change_2","19:25:01 01/22/20 UTC","no","0111111000","1000000111","0101011100","1010100011",2,6,-4,4,5,-1,0.5,0.4,-0.1,"25",1
"571",586,"iL319533","s88843553","I","L",NA,NA,NA,"vit","lem",6,TRUE,TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,"3,6,7,0,5,0,1,2,4,1,2,4,9,1,0,0,0,2,0,0,5,8,0,2,3,0,0,1,1,3","9,7,6,0,5,8,2,3,1,4","1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1","0,0,0,1,0,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","562,572,851,881,929,446,975,1208,2689,1116,486,2446,974,528,898,2498,600,1551,5209,995,2188,742,10127,1798,2456,10499,1708,2024,1297,4109","784,656,429,577,971,703,613,871,536,1148",8332,183,129957,17165,254418,1469757,"24","19:24:56 01/22/20 UTC","Wed Jan 22 2020 14:24:56 GMT-0500 (Eastern Standard Time)","19:24:56 01/22/20 UTC",0,"category_change_2","19:49:17 01/22/20 UTC","no","1111100000","1111100000","1111100000","1111100000",1,1,0,5,5,0,0.5,0.5,0,"s88843553",6
