"","X","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"23",23,"iR992868","s11689030","I","R",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,1,0,0,0",9,"8,0,7,4,9,7,4,5,5,9,9,9,9,8,8,9,1,7,8,3,6,9,9,2,7,8,6,6,9,9","4,2,5,1,7,3,0,8,6,9","0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0","1,1,1,1,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4711,1258,1896,2319,180179,3452,1488,1519,1363,1683,1167,12620,1560,1855,1257,1693,1200,19444,1225,2338,12324,4713,2495,1106,1274,2968,7294,5860,20958,7510","317712,1573,1103,1904,1928,1391,1044,6102,1070,2506",8928,204,138248,20508,1027387,1935653,NA,"19:26:15 01/22/20 UTC","Wed Jan 22 2020 12:26:15 GMT-0700 (Mountain Standard Time)","19:26:15 01/22/20 UTC",0,"category_change_2","19:58:22 01/22/20 UTC","no","1111111000","1111111000","1111110000","1111110000",1,1,0,7,6,1,0.4,0.3,-0.1,"s11689030",2
"24",24,"iU969652","s37894501","I","U",NA,NA,NA,"buv","kal",8,TRUE,FALSE,"1,0,1,0,0,0,0,0,1,1","1,1,0,0,0,0,0,0,0,1",7,"2,2,6,9,5,5,4,1,6,0,7,1,1,0,7,3,6,9,8,2,9,7,4,3,4,0,5,8,3,8","4,6,1,8,0,7,5,3,9,2","1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1","0,0,1,0,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,1,0,0","1040,502,415,422,619,412,332,918,648,978,2779,1743,642,805,402,573,461,584,1475,851,1022,646,462,391,834,1091,623,939,1008,778","845,720,782,1283,732,1032,810,1281,551,994",16770,133,35484,22719,198182,1811823,"30","19:22:31 01/22/20 UTC","Wed Jan 22 2020 13:22:32 GMT-0600 (Central Standard Time)","19:22:32 01/22/20 UTC",0,"category_change_2","19:52:26 01/22/20 UTC","no","1100000001","1100000001","1010000011","1010000011",2,4,-2,3,4,-1,0.4,0.3,-0.1,"s37894501",8
"25",25,"iU451337","s41263742","I","U",NA,NA,NA,"vit","lem",4,TRUE,TRUE,"1,1,1,1,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",10,"6,8,2,7,8,8,9,2,1,7,4,1,9,6,2,9,0,5,3,4,3,0,5,7,5,0,4,3,1,6","2,8,1,0,4,9,7,3,6,5","0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0","1,0,1,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1977,1061,2202,967,1195,966,891,2319,966,1240,2895,1078,1099,1911,1351,942,1373,2520,1249,1482,3871,1282,3477,1161,2870,1244,1309,991,1400,1176","1571,900,1332,1075,1560,761,940,4246,1111,790",70842,716,85284,34554,239166,1254319,"21","19:22:38 01/22/20 UTC","Wed Jan 22 2020 14:22:36 GMT-0500 (Eastern Standard Time)","19:22:36 01/22/20 UTC",0,"category_change_2","19:42:21 01/22/20 UTC","no","1111000000","1111000000","1111000000","1111000000",1,1,0,4,4,0,0.4,0.4,0,"s41263742",4
"26",26,"iL146837","s98032128","I","L",NA,NA,NA,"seb","nuk",5,TRUE,TRUE,"0,0,0,1,1,1,1,0,0,0","0,0,0,1,1,1,1,0,0,0",10,"2,1,1,5,4,1,0,0,6,2,5,0,1,3,7,0,0,3,4,0,9,0,0,0,3,2,2,0,1,8","7,8,5,1,3,4,2,9,0,6","0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0","0,0,1,0,1,1,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1922,762,874,1571,1344,781,667,676,816,1166,738,1378,1154,1233,1005,672,883,1027,1018,647,891,1362,1048,644,1228,974,1153,645,644,1371","2105,1115,888,832,1887,1102,2090,1216,783,1380",9425,331,56180,10066,207372,1123970,"19","19:21:39 01/22/20 UTC","Wed Jan 22 2020 14:21:39 GMT-0500 (Eastern Standard Time)","19:21:39 01/22/20 UTC",2,"category_change_2","19:40:14 01/22/20 UTC","no","0001111000","1110000111","0001111000","1110000111",2,2,0,6,6,0,0.4,0.4,0,"s98032128",5
"27",27,"iR449920","s54766749","I","R",NA,NA,NA,"gos","tef",5,FALSE,FALSE,"0,0,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,1,1",8,"9,9,8,9,6,4,3,7,9,6,0,7,4,9,1,6,9,7,9,8,9,5,2,8,9,7,5,8,8,9","5,9,6,4,2,0,3,8,7,1","1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1","0,1,0,0,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1060,970,1166,997,957,1103,1091,1220,1178,1659,1009,1279,1147,1269,894,1286,1157,1732,1280,1910,976,1453,1334,973,1026,1930,2691,1076,1200,936","1284,975,1363,946,891,654,937,1606,1160,803",7478,235,42979,12195,219173,1263108,NA,"19:21:34 01/22/20 UTC","Wed Jan 22 2020 11:21:35 GMT-0800 (Pacific Standard Time)","19:21:35 01/22/20 UTC",1,"category_change_2","19:42:30 01/22/20 UTC","no","0000000011","1111111100","0000010111","1111101000",1,3,-2,8,6,2,0.4,0.2,-0.2,"s54766749",5
"28",28,"iU737626","s85624045","I","U",NA,NA,NA,"gos","tef",6,TRUE,TRUE,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0",10,"8,1,8,6,4,2,7,9,6,3,0,4,7,2,4,2,5,9,1,0,6,3,7,8,5,3,0,5,1,9","7,6,5,4,2,3,9,1,0,8","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","688,62,453,230,76,142,36,280,237,267,265,234,130,129,209,488,25998,329,392,515,187,420,70,233,641,287,471,399,240,567","247,411,811,261,277,192,233,221,304,172",5225,283,73421,1174,215603,1996613,"33","19:26:27 01/22/20 UTC","Wed Jan 22 2020 13:26:27 GMT-0600 (Central Standard Time)","19:26:27 01/22/20 UTC",1,"category_change_2","19:59:38 01/22/20 UTC","no","0000000000","1111111111","0000000000","1111111111",0,0,0,10,10,0,0,0,0,"s85624045",6
"29",29,"cL487821","s98893868","C","L",41,3,"cL787230","pon","fud",1,TRUE,FALSE,"0,1,1,1,0,0,0,0,0,0","0,0,0,1,1,0,1,1,1,1",3,"0,4,3,3,2,0,0,8,0,0,5,0,1,3,6,1,0,0,0,9,1,1,0,5,2,2,2,4,7,1","5,2,9,0,3,4,7,6,1,8","1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0","0,0,1,0,1,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1363,1139,1839,1363,1117,1094,792,909,2194,924,1511,1659,3814,973,1306,1664,2142,1057,1322,1092,1060,1042,1094,875,1276,1644,1006,1441,1056,1208","2121,879,939,2644,875,845,874,847,1206,1506",37088,266,271702,12505,227562,549123,"9","19:33:43 01/22/20 UTC","Wed Jan 22 2020 12:33:43 GMT-0700 (Mountain Standard Time)","19:33:43 01/22/20 UTC",0,"category_change_2","19:42:15 01/22/20 UTC","no","0001101111","1110010000","0111000000","1000111111",3,2,1,4,7,-3,0.3,0.4,0.1,"41",3
"30",30,"cR192168","s86232609","C","R",22,9,"cR687078","pon","fud",1,TRUE,TRUE,"0,0,0,1,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",10,"5,6,9,0,9,8,9,7,1,7,9,7,4,6,7,5,3,9,6,9,9,8,9,9,8,9,4,8,8,2","8,6,2,0,1,4,7,3,5,9","0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0","1,1,0,0,0,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2070,1454,909,985,856,867,735,732,787,843,1023,685,3915,1096,805,1069,1219,865,926,872,820,841,695,722,630,728,1225,835,669,3715","708,609,908,877,1007,682,661,1855,786,688",5909,299,83984,26387,219962,336540,"6","20:06:56 01/22/20 UTC","Wed Jan 22 2020 15:06:56 GMT-0500 (Eastern Standard Time)","20:06:56 01/22/20 UTC",0,"category_change_2","20:12:26 01/22/20 UTC","no","0001111111","1110000000","0001111111","1110000000",1,1,0,3,3,0,0.3,0.3,0,"22",9
"31",31,"iU420455","s46521872","I","U",NA,NA,NA,"pon","fud",5,FALSE,FALSE,"0,0,0,1,1,1,0,1,1,1","0,0,0,1,1,1,1,1,1,0",8,"2,8,9,7,3,4,0,9,1,5,6,7,6,3,2,7,0,8,4,0,3,1,6,8,5,5,9,4,2,1","2,3,7,4,0,5,6,1,8,9","0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0","0,1,1,1,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,1,0,0,0,0,0,0","1670,11439,1574,1254,2100,1389,1681,1772,1798,1534,1399,1230,1367,2611,1562,2217,1933,1990,1855,2126,2623,1680,2640,2971,1288,1607,1720,1360,1990,1756","1881,1989,1723,1898,1331,1360,1550,1328,1483,3130",11124,383,65449,15843,284122,1463803,NA,"19:21:02 01/22/20 UTC","Wed Jan 22 2020 14:21:01 GMT-0500 (Eastern Standard Time)","19:21:01 01/22/20 UTC",1,"category_change_2","19:45:14 01/22/20 UTC","no","0001111110","1110000001","0001110111","1110001000",2,3,-1,4,4,0,0.4,0.4,0,"s46521872",5
"32",32,"iL381697","s68967702","I","L",NA,NA,NA,"vit","lem",4,TRUE,TRUE,"1,1,1,0,0,1,1,1,1,1","1,1,1,0,0,1,1,1,1,1",10,"3,3,7,5,4,1,8,1,6,9,0,0,0,0,0,2,5,2,2,2,1,0,3,4,0,1,0,1,0,0","6,3,1,8,9,7,0,5,4,2","0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1","1,0,1,1,1,1,1,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","880,818,630,427,1052,684,797,1056,740,528,527,694,649,428,454,1645,562,988,513,453,601,386,1255,1115,472,516,426,441,491,391","912,835,707,845,475,490,657,609,1304,506",5222,285,64665,17627,198988,1350992,"23","19:19:59 01/22/20 UTC","Wed Jan 22 2020 14:20:00 GMT-0500 (Eastern Standard Time)","19:20:00 01/22/20 UTC",0,"category_change_2","19:42:24 01/22/20 UTC","no","1110011111","1110011111","1110011111","1110011111",2,2,0,8,8,0,0.2,0.2,0,"s68967702",4
"33",33,"iU426276","s69453789","I","U",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"1,0,1,1,0,1,0,0,0,1","0,0,1,0,0,1,1,0,0,0",6,"5,3,9,9,4,8,8,1,7,2,0,7,1,2,7,3,2,0,6,5,4,8,9,0,3,4,1,6,5,6","2,0,3,6,4,8,7,5,9,1","0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1","1,0,0,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5468,941,780,604,687,1738,707,1467,820,645,1357,1548,1740,1422,1294,956,1292,908,845,982,1945,1308,1357,1041,1167,782,2991,1203,3395,726","621,510,265,540,79,102,249,301,626,369",5796,300,41795,3878,220077,271846,NA,"20:18:06 01/22/20 UTC","Wed Jan 22 2020 15:18:06 GMT-0500 (Eastern Standard Time)","20:18:06 01/22/20 UTC",1,"category_change_2","20:22:32 01/22/20 UTC","no","0010011000","1101100111","1011010001","1011010001",4,6,-2,7,5,2,0.5,0.3,-0.2,"s69453789",1
"34",34,"iR503819","s60207588","I","R",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"1,0,0,0,0,1,1,1,1,0","1,1,1,1,0,0,1,1,0,0",5,"6,9,9,7,4,9,7,9,3,6,9,4,7,6,0,8,9,9,9,5,8,2,7,8,1,8,8,9,9,5","3,4,6,1,5,9,7,8,2,0","0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0","1,0,1,1,0,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5872,1219,1891,838,769,779,898,702,712,809,1227,1187,145951,698,607,578,3048,38687,730,502,569,339,970,606,36891,11083,10081,28893,722,605","831,1272,716,591,687,657,1337,730,2836,879",8056,200,37488,20421,484594,550759,NA,"19:25:22 01/22/20 UTC","Wed Jan 22 2020 12:25:23 GMT-0700 (Mountain Standard Time)","19:25:23 01/22/20 UTC",0,"category_change_2","19:34:25 01/22/20 UTC","no","1111001100","1111001100","1000011110","1000011110",3,3,0,6,5,1,0.5,0.4,-0.1,"s60207588",1
"35",35,"iR943073","s54939140","I","R",NA,NA,NA,"gos","tef",1,FALSE,FALSE,"1,1,0,0,1,0,1,1,0,0","1,1,1,1,1,1,0,0,0,0",5,"9,9,3,0,7,6,8,9,7,9,4,8,7,9,4,7,9,9,2,6,9,6,5,9,8,1,5,8,8,9","5,9,4,8,6,3,2,0,1,7","1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0","1,0,1,0,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1687,976,1544,1141,676,1098,830,824,993,870,864,1026,1031,803,1791,743,1323,809,953,926,1025,833,942,776,859,931,676,710,972,776","991,808,1713,708,625,1323,794,883,922,742",12318,384,25403,14051,209802,261958,NA,"19:22:06 01/22/20 UTC","Wed Jan 22 2020 11:22:05 GMT-0800 (Pacific Standard Time)","19:22:05 01/22/20 UTC",0,"category_change_2","19:26:15 01/22/20 UTC","no","1111110000","1111110000","1100101100","1100101100",1,5,-4,6,5,1,0.5,0.4,-0.1,"s54939140",1
"36",36,"iR855403","s51450383","I","R",NA,NA,NA,"vit","lem",3,FALSE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,0,0,1,1,0,1,1,0",6,"1,5,0,6,5,9,8,7,9,6,8,4,3,9,7,9,9,9,7,9,9,4,9,9,2,8,8,7,6,8","5,7,0,1,8,6,2,4,3,9","1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0","1,1,1,1,1,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2462,1389,1677,2812,3508,4285,6316,5426,2329,3639,4018,5483,13094,1260,5037,1648,1153,1062,1243,2741,1959,2974,1489,2637,1905,7226,1470,2121,5977,2289","3187,1580,5349,2359,3526,2056,3371,2288,4454,8648",29836,784,244366,27898,414779,1446957,NA,"19:28:27 01/22/20 UTC","Wed Jan 22 2020 12:28:27 GMT-0700 (Mountain Standard Time)","19:28:27 01/22/20 UTC",1,"category_change_2","19:52:04 01/22/20 UTC","no","1100110110","1100110110","1111110000","1111110000",5,1,4,6,6,0,0.4,0.4,0,"s51450383",3
"37",37,"cU152884","s81458280","C","U",1,2,"cU999527","dap","mig",1,TRUE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,1,1,1,1,1,1",8,"4,2,7,0,0,9,4,3,4,6,8,5,1,8,6,7,2,1,5,6,3,5,8,9,7,1,2,0,9,3","1,5,7,3,0,8,6,9,4,2","1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0","0,1,1,0,0,1,1,1,1,0","0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2252,1477,2388,1277,1126,1563,1359,1193,1190,917,1292,1225,1092,1302,1325,960,1243,1210,4586,1080,1170,1333,2677,1306,1241,684,1191,964,1048,990","1145,973,1009,1651,817,1194,944,885,891,1025",10655,256,39482,10202,262460,323055,"5","19:24:23 01/22/20 UTC","Wed Jan 22 2020 14:24:22 GMT-0500 (Eastern Standard Time)","19:24:22 01/22/20 UTC",0,"category_change_2","19:29:36 01/22/20 UTC","no","0000111111","1111000000","0000001111","1111110000",1,1,0,4,6,-2,0.4,0.4,0,"1",2
"38",38,"iU948526","s54699144","I","U",NA,NA,NA,"buv","kal",4,FALSE,FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",9,"3,7,8,5,0,1,5,2,0,7,7,4,8,1,2,9,3,8,4,0,2,6,1,5,6,4,9,6,3,9","3,2,1,6,8,0,5,4,9,7","1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1","0,0,0,1,1,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1200,526,603,18194,638,680,637,868,14122,682,11819,604,2550,1279,5961,491,1290,518,468,1185,10076,505,900,992,894,696,985,465,873,1524","1168,518,462,1023,17397,572,855,736,460,532",9294,118,22767,1181235,265863,2255146,NA,"19:33:07 01/22/20 UTC","Wed Jan 22 2020 14:33:06 GMT-0500 (Eastern Standard Time)","19:33:06 01/22/20 UTC",0,"category_change_2","20:10:33 01/22/20 UTC","no","0000111111","1111000000","0001111111","1110000000",1,1,0,4,3,1,0.3,0.4,0.1,"s54699144",4
"39",39,"iR919807","s69659731","I","R",NA,NA,NA,"dap","mig",5,FALSE,FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,0,1,1,1,1",9,"5,6,9,1,8,9,5,7,6,7,9,4,7,9,6,9,9,3,9,9,9,9,0,7,8,8,8,2,4,8","5,3,2,1,0,7,6,8,9,4","1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1","0,0,0,0,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1967,1124,1224,1074,1040,1029,947,1090,758,942,926,1201,916,1374,892,773,774,956,1324,998,1150,740,850,900,879,740,781,863,1105,891","1701,872,813,849,799,1005,815,873,929,1180",46577,247,71491,18469,207722,1192048,NA,"19:25:34 01/22/20 UTC","Wed Jan 22 2020 13:25:33 GMT-0600 (Central Standard Time)","19:25:33 01/22/20 UTC",0,"category_change_2","19:44:39 01/22/20 UTC","no","0000001111","1111110000","0000011111","1111100000",1,1,0,6,5,1,0.5,0.4,-0.1,"s69659731",5
"40",40,"iR773732","s22600134","I","R",NA,NA,NA,"gos","tef",3,FALSE,FALSE,"1,1,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0",9,"9,9,9,9,6,6,0,9,8,4,4,5,1,7,9,9,3,7,8,9,9,7,8,8,5,8,9,2,7,6","9,3,1,0,5,6,2,7,4,8","0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0","0,0,1,0,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,0,0","1091,9861,1273,835,1587,455,1276,505,628,354,380,953,1137,429,415,323,1244,487,504,398,512,1571,725,566,363,506,890,1221,537,728","427,1112,342,1324,432,326,322,438,413,377",75835,219,53327,18268,211319,861828,NA,"19:22:49 01/22/20 UTC","Wed Jan 22 2020 14:22:49 GMT-0500 (Eastern Standard Time)","19:22:49 01/22/20 UTC",0,"category_change_2","19:35:55 01/22/20 UTC","no","0100000000","1011111111","1100000000","1100000000",2,1,1,9,2,7,0.2,0.1,-0.1,"s22600134",3
"41",41,"cU305762","s91069684","C","U",2,3,"cU778354","pon","fud",1,TRUE,FALSE,"1,0,0,1,1,1,0,0,1,0","0,0,0,0,1,1,1,1,1,1",5,"7,2,5,3,2,8,9,4,6,9,8,3,6,5,2,1,0,4,5,1,7,0,6,8,7,3,0,4,1,9","3,6,7,9,0,1,5,4,2,8","0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1","0,1,1,1,0,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","10479,1727,807,2912,1812,1026,1676,1360,2144,1294,1046,1210,1411,831,1257,1242,908,2163,916,830,963,714,1042,1375,1030,741,891,860,870,1314","776,841,742,1160,661,776,1127,727,859,844",825779,483,39952,12228,229354,1107796,"18","19:36:26 01/22/20 UTC","Wed Jan 22 2020 14:36:26 GMT-0500 (Eastern Standard Time)","19:36:26 01/22/20 UTC",0,"category_change_2","19:41:08 01/22/20 UTC","no","0000111111","1111000000","1001110010","1001110010",1,5,-4,4,5,-1,0.5,0.4,-0.1,"2",3
"42",42,"iU908620","s22011643","I","U",NA,NA,NA,"pon","fud",7,FALSE,FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,1,1,1,1",9,"8,3,6,1,4,5,6,0,9,9,1,4,5,7,0,7,5,4,3,3,0,8,8,6,2,2,9,7,1,2","4,7,0,1,6,8,9,3,5,2","1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0","0,1,0,0,1,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","707,495,726,357,631,762,810,313,809,713,558,10407,1251,655,508,955,6481,2236,3023,516,472,725,662,738,628,1271,725,1004,494,587","522,661,487,456,763,772,627,411,1354,713",16479,331,18956,9392,203277,1430624,NA,"19:23:23 01/22/20 UTC","Wed Jan 22 2020 14:23:22 GMT-0500 (Eastern Standard Time)","19:23:22 01/22/20 UTC",0,"category_change_2","19:46:57 01/22/20 UTC","no","0000001111","1111110000","0000000111","1111111000",1,1,0,6,7,-1,0.3,0.4,0.1,"s22011643",7
"43",43,"cU349730","s53170235","C","U",10,4,"cU715235","buv","kal",1,TRUE,FALSE,"0,0,1,1,1,0,0,0,0,1","1,0,0,0,0,1,1,0,0,0",3,"5,0,3,7,3,4,9,9,4,6,2,1,8,9,7,8,1,0,6,2,6,8,2,1,5,5,3,4,7,0","2,8,7,5,1,3,6,9,0,4","0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0","0,0,0,1,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2472,3070,1587,2754,2117,1533,2907,2093,2743,1842,2996,2520,2403,1847,2146,1703,1445,1719,5679,1666,1379,1658,1175,1524,1540,4159,2824,1571,2024,976","1427,1684,1725,1412,3895,2146,1820,1847,2958,2403",7189,450,30810,12814,269035,320298,"5","19:38:52 01/22/20 UTC","Wed Jan 22 2020 19:38:50 GMT 0000 (Greenwich Mean Time)","19:38:50 01/22/20 UTC",0,"category_change_2","19:44:05 01/22/20 UTC","no","1000011000","1000011000","0011100001","1100011110",3,3,0,3,6,-3,0.4,0.3,-0.1,"10",4
"44",44,"cL447324","s65036675","C","L",32,2,"cL300411","pon","fud",1,TRUE,FALSE,"1,1,1,1,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",9,"0,1,9,0,8,1,2,4,3,2,6,2,3,5,7,0,0,3,2,0,0,0,0,1,1,0,1,5,0,4","4,7,2,1,8,9,5,6,0,3","0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0","0,0,1,1,0,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1672,1333,1443,1696,1891,2142,5354,3311,1103,1153,1177,1743,2457,1388,1078,1063,1893,990,1173,2280,824,1634,992,905,1034,939,1030,1155,1505,2802","1271,785,1085,754,680,760,725,647,671,858",31696,467,30658,23524,235416,321761,"5","19:28:11 01/22/20 UTC","Wed Jan 22 2020 14:28:11 GMT-0500 (Eastern Standard Time)","19:28:11 01/22/20 UTC",0,"category_change_2","19:33:01 01/22/20 UTC","no","1110000000","1110000000","1111000000","1111000000",1,1,0,3,4,-1,0.4,0.3,-0.1,"32",2
